municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"420930 Lages";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;1;1;-;1;1;1;-;-;-;-;-;-;-;10
"421003 Luzerna";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;4;1;-;5;-;-;-;-;-;-;-;-;14
"421010 Mafra";-;-;-;1;3;2;1;1;-;1;1;1;2;1;1;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;4;1;1;60;9;2;-;10;8;10;-;13;12;18;18;16;-;-;-;-;-;16;1;218
"421050 Maravilha";-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;4;2;6;-;6;1;1;11;4;-;-;-;-;-;-;1;46
"421175 Otacílio Costa";-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;3;-;-;3;-;2;-;1;-;-;-;3;-;-;-;-;-;-;-;20
"421190 Palhoça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;1;1;-;1;1;1;-;-;-;-;-;-;-;10
"421200 Palma Sola";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;-;-;-;-;3;-;-;-;-;1;-;-;-;9
"421220 Papanduva";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;2;1;-;1;-;-;3;2;-;-;-;-;-;-;-;15
"421270 Petrolândia";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"421290 Pinhalzinho";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;3;-;-;3;2;2;-;3;-;8;4;-;-;-;-;-;-;-;-;32
"421320 Pomerode";-;1;-;-;2;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;4;-;-;4;3;3;-;3;2;10;7;1;-;-;-;-;-;-;2;52
"421330 Ponte Alta";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;6
"421340 Ponte Serrada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;2;-;-;-;-;2;-;-;-;-;-;-;-;-;8
"421380 Praia Grande";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;4;1;1;-;7;-;1;4;2;-;-;9;-;-;-;-;38
"421480 Rio do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;1;1;-;1;1;1;-;-;-;-;-;-;-;9
"421540 Salto Veloso";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;1;-;1;-;-;2;-;-;1;-;-;-;-;-;10
"421570 Santo Amaro da Imperatriz";-;-;-;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;2;-;-;-;3;-;-;6;2;-;-;-;-;-;-;-;21
"421590 São Bonifácio";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;8
"421650 São Joaquim";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;2;-;-;3;2;1;1;3;-;1;4;1;-;-;-;-;-;-;-;26
"421660 São José";1;-;-;-;5;3;-;3;-;1;1;-;3;2;3;-;-;-;4;3;6;5;4;5;7;3;4;2;4;2;15;3;6;9;2;27;1;3;434;38;-;2;73;23;22;26;14;82;68;153;98;-;1;-;-;2;20;-;1193
"421720 São Miguel do Oeste";-;-;-;-;4;1;-;1;-;-;1;-;1;-;2;-;1;-;2;1;1;2;1;1;2;3;2;2;2;4;4;-;2;2;1;9;1;-;119;3;1;-;12;3;4;3;27;40;1;33;16;-;-;-;-;-;16;-;331
"421725 São Pedro de Alcântara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5;-;-;-;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;10
"421770 Sombrio";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;1;1;1;-;2;-;-;2;1;-;-;-;-;-;-;1;17
"421790 Tangará";-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;2;-;1;-;1;2;3;1;-;-;-;-;-;-;17
"421800 Tijucas";-;-;-;-;1;1;-;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;15;4;-;-;4;2;3;-;7;1;1;4;5;-;-;-;-;-;-;-;57
"421810 Timbé do Sul";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;1;8
"421820 Timbó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;21;-;24
"421840 Treze de Maio";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421870 Tubarão";1;-;-;1;5;1;-;-;-;1;1;1;4;3;-;-;1;-;2;-;3;1;5;5;-;-;-;-;-;-;-;-;-;-;-;10;1;-;291;26;1;-;24;19;18;7;133;35;99;201;60;3;2;-;-;1;-;-;966
"421890 Urubici";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;3;1;-;-;-;-;10;6;1;-;-;3;-;-;-;-;28
"421910 Vargeão";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;3;-;-;-;-;-;-;-;-;9
"421930 Videira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;14;-;15
"421950 Xanxerê";-;-;1;-;2;2;-;-;-;2;1;-;5;-;1;2;1;-;-;2;3;-;2;2;-;-;-;-;-;-;-;-;-;-;-;14;-;1;168;15;-;-;19;14;19;6;48;24;82;66;24;-;-;-;-;1;16;-;543
"421970 Xaxim";-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;2;3;3;-;4;-;5;6;2;-;-;4;-;-;-;-;38
"430010 Agudo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;8;-;-;-;-;1;18
"430040 Alegrete";-;1;-;2;1;1;-;-;-;-;1;1;-;2;-;1;-;-;-;2;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;6;1;-;30;11;-;-;8;9;14;1;15;1;51;31;21;-;1;-;-;-;15;-;232
"430060 Alvorada";2;1;-;1;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3;-;-;2;-;-;1;1;7;14;-;-;-;28;-;67
"430090 Aratiba";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;-;-;2;2;-;-;2;1;2;-;1;-;10;10;-;-;-;-;-;-;-;1;50
"430100 Arroio do Meio";-;1;-;1;1;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;14;6;-;-;5;1;3;-;25;-;-;8;4;-;-;-;-;-;-;-;78
"430120 Arroio do Tigre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;3
"430110 Arroio dos Ratos";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;7
"430140 Arvorezinha";-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;2;1;1;-;3;3;-;6;2;-;-;-;-;-;-;-;25
"430150 Augusto Pestana";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;2;-;-;-;-;-;-;-;1;1;-;-;-;-;9
"430155 Áurea";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;5
"430160 Bagé";-;1;-;3;2;1;-;-;1;1;1;1;6;1;-;-;-;-;-;1;1;3;-;3;3;3;3;3;4;2;2;2;3;3;2;8;-;-;62;18;1;-;5;5;8;3;24;5;20;49;33;-;-;-;-;1;1;-;299
"430163 Balneário Pinhal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;-;4;1;-;-;-;-;-;-;-;9
"430190 Barra do Ribeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430280 Caçapava do Sul";-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-;-;4;3;-;-;3;1;3;-;8;-;2;10;3;2;1;-;-;-;-;-;60
"430310 Cachoeirinha";-;2;-;-;3;-;-;-;-;-;1;1;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14
"430350 Camaquã";-;1;-;1;-;-;2;-;1;-;3;2;3;2;1;-;-;-;-;-;5;-;1;1;3;3;3;-;3;4;4;-;1;2;3;2;1;-;-;-;-;-;2;-;-;-;2;-;-;2;-;20;23;-;-;-;29;4;134
"430463 Capão da Canoa";-;1;2;1;2;1;-;-;-;-;2;2;-;-;4;4;-;-;1;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;50;3;-;-;3;2;2;-;14;-;10;20;11;-;-;-;-;-;-;-;141
"430465 Capão do Cipó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430471 Caraá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430490 Casca";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430513 Cerro Branco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"430535 Charqueadas";-;-;-;-;-;-;1;-;-;-;1;-;-;1;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;11;-;-;-;-;4;33
"430544 Chuvisca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430545 Cidreira";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4;3;-;-;-;-;1;12
"430600 Crissiumal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3
"430630 David Canabarro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430637 Dilermando de Aguiar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430640 Dois Irmãos";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;3;11;-;-;-;-;-;19
"430660 Dom Pedrito";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;4;4;-;-;3;1;2;1;6;-;6;9;3;-;-;-;-;-;-;-;48
"430670 Dona Francisca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;4
"430690 Encruzilhada do Sul";-;-;1;-;2;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;3;-;-;2;4;2;-;4;1;3;7;-;1;7;-;-;-;-;1;45
"430700 Erechim";-;1;-;2;2;-;1;1;1;-;1;-;2;2;4;-;-;-;2;4;2;-;2;2;-;-;-;-;-;-;-;-;-;-;-;4;1;-;25;11;-;-;4;6;8;1;27;2;2;32;15;4;12;-;-;-;1;1;185
"430750 Espumoso";-;1;-;-;-;1;-;-;-;-;1;-;-;2;-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;14;4;-;-;4;1;3;-;3;-;2;11;3;-;-;-;-;-;-;-;57
"430755 Estação";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;2;1;2;-;3;-;2;5;-;-;-;2;-;-;-;-;27
"430800 Faxinal do Soturno";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"430840 Formigueiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430850 Frederico Westphalen";1;1;-;-;-;2;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;20
"430870 Gaurama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430890 Getúlio Vargas";-;1;-;-;3;-;-;-;-;-;-;-;1;2;2;1;-;-;-;4;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;4;-;-;4;6;-;-;2;2;4;-;3;-;-;9;6;1;1;-;-;-;-;-;59
"430905 Glorinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;2;2;-;-;-;-;-;9
"430930 Guaíba";-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;3;5;-;-;-;15;5;36
"430710 Herval";-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;2;-;2;-;1;4;1;-;-;-;-;-;-;-;17
"430960 Horizontina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
"430990 Ibiraiaras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;-;1;-;-;3;-;-;-;-;-;-;-;-;9
"431020 Ijuí";1;2;2;5;5;3;1;-;3;1;4;3;6;7;2;1;1;-;3;5;6;1;7;7;-;-;-;-;-;-;-;-;-;-;-;8;5;1;181;22;1;-;26;25;17;7;64;29;36;114;40;2;2;-;1;2;42;1;702
"431046 Ipiranga do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431053 Itaara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431065 Itati";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"431080 Ivoti";-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;3;-;-;1;2;2;-;2;-;-;7;1;-;-;-;-;-;-;-;29
"431090 Jacutinga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;-;1;-;-;4;1;1;2;-;-;-;-;2;17
"431110 Jaguari";-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;1;1;1;-;2;-;-;4;1;1;-;-;-;-;-;-;21
"431113 Jari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;4
"431120 Júlio de Castilhos";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;-;-;-;-;1;9
"431130 Lagoa Vermelha";-;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;5;2;-;3;4;3;4;1;10;-;-;12;4;-;-;-;-;-;-;1;61
"431162 Lindolfo Collor";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431190 Marcelino Ramos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;4
"431220 Maximiliano de Almeida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;2;-;1;-;-;3;1;-;-;-;-;-;-;-;12
"431225 Minas do Leão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;2;6
"431240 Montenegro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431270 Nonoai";-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431306 Nova Hartz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"431350 Osório";-;1;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;12;-;-;-;-;3;22
"431365 Palmares do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;4
"431370 Palmeira das Missões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431403 Pareci Novo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431405 Parobé";-;1;-;-;2;-;-;-;-;-;1;-;2;1;-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;16;3;-;-;3;3;3;-;6;1;6;10;6;-;-;-;-;-;-;-;71
"431410 Passo Fundo";2;2;1;-;8;9;-;5;1;5;4;3;24;17;-;2;-;-;7;6;26;4;8;7;-;-;-;-;-;-;-;-;-;-;-;25;3;5;911;37;1;9;71;47;66;17;429;47;307;102;145;7;7;9;21;3;74;2;2486
"431413 Paulo Bento";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
