municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"260060 Alagoinha";-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"260070 Aliança";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;1;7
"260080 Altinho";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;1;-;-;3;1;-;-;-;-;-;-;-;11
"260090 Amaraji";-;-;-;-;1;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;1;-;1;-;-;-;-;1;-;4;3;-;1;2;-;2;25
"260100 Angelim";-;-;-;-;1;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;1;-;-;-;10;3;1;2;2;-;-;-;-;-;29
"260105 Araçoiaba";-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;8
"260110 Araripina";1;2;-;2;1;1;2;1;1;-;1;1;2;5;3;2;-;-;2;2;4;3;2;3;4;4;4;4;4;2;2;2;4;4;2;8;3;-;2;3;-;-;8;3;5;-;6;-;-;5;2;18;11;-;-;-;-;6;157
"260120 Arcoverde";-;1;-;2;4;-;6;-;2;-;-;-;3;4;3;-;-;-;-;-;5;4;1;3;6;6;6;6;5;6;7;5;6;6;5;9;1;-;1;-;-;-;4;-;-;-;3;-;-;4;-;16;28;-;-;-;-;7;175
"260130 Barra de Guabiraba";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"260140 Barreiros";-;1;-;2;-;-;-;-;-;-;-;-;-;2;3;1;-;-;1;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;4;-;-;1;1;6;-;3;-;3;3;1;2;2;-;-;-;-;3;48
"260150 Belém de Maria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;-;-;-;2;-;9;3;1;-;-;-;-;-;-;-;21
"260160 Belém do São Francisco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;8
"260170 Belo Jardim";-;-;-;-;2;-;6;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;1;-;1;1;1;1;1;-;1;1;1;1;1;5;-;-;3;2;1;-;4;1;4;-;11;-;2;10;4;16;10;2;-;-;-;1;99
"260180 Betânia";-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"260190 Bezerros";-;-;-;-;-;-;6;-;-;-;-;-;-;8;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;1;-;2;2;2;-;1;-;1;2;-;9;9;-;-;-;-;1;52
"260200 Bodocó";-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;1;-;1;-;1;-;1;2;-;1;1;-;-;-;-;1;18
"260210 Bom Conselho";-;-;-;1;1;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;3;2;6;-;-;-;-;3;1;1;2;-;-;-;-;-;27
"260220 Bom Jardim";-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;1;-;-;1;1;1;-;-;-;-;-;1;13
"260230 Bonito";-;-;-;-;-;1;1;-;-;-;-;-;1;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;1;-;-;-;2;3;-;1;1;-;-;-;-;-;18
"260240 Brejão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;5
"260250 Brejinho";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"260260 Brejo da Madre de Deus";-;-;-;2;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;2;3;-;-;-;-;-;21
"260270 Buenos Aires";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;7
"260280 Buíque";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;1;7
"260290 Cabo de Santo Agostinho";-;1;-;5;11;1;25;1;-;-;-;1;4;9;11;1;-;-;1;-;10;8;3;2;1;-;1;-;-;-;-;-;-;-;-;38;16;-;10;9;-;-;29;15;9;3;13;1;23;67;15;12;11;1;1;-;-;2;371
"260300 Cabrobó";-;-;-;1;-;-;3;-;-;-;-;-;-;1;3;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;2;-;-;1;-;1;-;1;-;-;5;-;2;1;-;-;-;-;-;26
"260310 Cachoeirinha";-;-;-;-;1;-;3;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"260320 Caetés";-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;-;1;1;1;-;1;1;1;6;1;1;1;-;-;-;-;-;24
"260330 Calçado";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;2;-;-;-;-;-;-;-;-;9
"260340 Calumbi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"260345 Camaragibe";-;3;-;2;3;-;20;-;-;-;-;-;4;5;8;3;-;-;-;-;3;1;-;-;1;1;1;1;1;1;1;1;1;1;1;6;-;-;1;5;-;-;11;2;4;-;12;3;6;21;5;8;7;-;-;-;-;1;155
"260350 Camocim de São Félix";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;1;1;-;-;-;-;1;12
"260360 Camutanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;2;-;-;-;-;2;12
"260370 Canhotinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;1;-;-;2;1;-;-;-;-;-;-;-;9
"260380 Capoeiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;3;1;1;1;-;-;-;-;-;10
"260390 Carnaíba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;2;2;-;1;1;-;-;-;-;-;12
"260392 Carnaubeira da Penha";-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;2;-;1;-;5;2;-;-;-;-;-;-;-;-;16
"260400 Carpina";-;-;1;2;1;-;9;-;1;-;-;-;2;3;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1;-;1;2;-;-;3;-;3;-;1;-;2;2;2;9;7;-;-;-;-;1;64
"260410 Caruaru";-;3;4;6;14;3;78;2;1;2;6;2;20;6;16;2;-;-;6;2;36;13;10;14;26;23;21;13;25;14;15;13;13;15;6;46;7;1;175;19;-;-;49;18;10;9;60;46;181;133;64;82;118;1;8;3;20;8;1488
"260415 Casinhas";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;1;-;-;1;-;1;1;-;-;-;-;1;11
"260420 Catende";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;2;-;-;-;7;1;-;-;-;-;-;-;-;-;16
"260430 Cedro";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;10
"260440 Chã de Alegria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;7
"260450 Chã Grande";-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;1;-;1;-;1;-;-;5;1;-;-;-;-;-;-;-;18
"260460 Condado";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"260470 Correntes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;1;-;-;4;-;1;1;-;-;-;-;-;13
"260480 Cortês";-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;12
"260490 Cumaru";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;8
"260500 Cupira";-;-;-;2;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;-;1;-;-;-;-;2;14
"260510 Custódia";-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;10
"260515 Dormentes";-;-;-;-;1;-;6;-;-;-;-;-;2;1;3;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;1;-;-;-;1;-;-;-;1;-;5;5;-;-;2;-;-;-;-;-;37
"260520 Escada";-;1;-;-;2;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;2;-;-;6;-;1;-;5;-;-;8;-;1;1;-;-;1;-;1;41
"260530 Exu";-;-;-;2;-;-;2;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;2;-;1;-;-;13;-;2;2;-;-;-;-;2;34
"260540 Feira Nova";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;1;1;-;-;1;1;3;-;-;-;-;-;12
"260545 Fernando de Noronha";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"260550 Ferreiros";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"260560 Flores";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"260570 Floresta";-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;2;-;-;-;-;1;11
"260580 Frei Miguelinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"260590 Gameleira";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;-;-;-;1;3;-;-;-;-;-;-;-;-;10
"260600 Garanhuns";-;1;-;2;3;2;24;-;1;1;1;1;8;13;14;1;1;-;3;2;11;4;1;7;4;6;9;4;5;2;7;4;2;9;6;23;4;-;25;4;3;1;9;2;5;2;19;5;19;23;9;1;1;-;-;-;-;-;314
"260610 Glória do Goitá";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"260620 Goiana";-;1;-;1;3;1;5;-;-;-;1;-;5;3;7;1;-;-;-;-;1;4;-;3;3;4;4;4;4;2;4;2;6;4;2;10;4;-;3;1;-;-;6;1;4;-;7;3;3;8;3;20;26;-;1;2;-;5;182
"260630 Granito";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"260640 Gravatá";-;-;-;-;2;-;15;-;-;-;-;-;1;2;2;-;-;-;-;-;1;-;-;1;-;-;1;1;1;1;1;-;1;1;-;3;1;-;1;2;-;-;3;-;3;-;3;1;3;4;1;-;-;-;-;-;-;-;56
"260650 Iati";-;1;-;-;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;2;1;1;-;1;-;-;2;1;-;1;-;-;-;-;-;21
"260660 Ibimirim";-;-;-;1;-;-;2;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;11
"260670 Ibirajuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;1;-;-;-;1;2;2;-;-;-;-;-;11
"260680 Igarassu";-;1;-;-;2;-;3;-;-;-;-;-;1;1;6;1;-;-;-;-;2;10;-;-;1;1;2;1;-;-;1;-;-;1;-;11;-;-;1;3;-;-;4;-;1;-;4;-;-;6;1;4;5;-;-;-;-;2;76
"260690 Iguaracy";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"260760 Ilha de Itamaracá";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;4;1;1;1;-;-;-;-;-;13
"260700 Inajá";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;1;-;-;-;-;1;8
"260710 Ingazeira";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;7
"260720 Ipojuca";-;1;-;1;5;1;13;-;-;-;1;1;8;3;6;1;1;-;-;-;2;-;-;-;2;2;2;2;2;-;1;-;2;2;1;24;3;4;3;3;-;-;36;2;3;-;11;7;23;59;13;5;12;-;-;-;-;1;269
"260730 Ipubi";-;-;-;2;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;2;-;1;2;2;-;-;-;-;1;-;1;1;-;-;-;-;1;21
"260740 Itacuruba";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"260750 Itaíba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;1;-;1;-;5;2;-;-;-;-;-;-;-;-;14
"260765 Itambé";-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;1;-;1;-;1;-;-;1;2;1;-;-;6;-;-;1;25
"260770 Itapetim";-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;11
"260775 Itapissuma";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;-;2;1;1;-;3;-;-;4;2;1;1;-;-;-;-;1;23
"260780 Itaquitinga";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"260790 Jaboatão dos Guararapes";-;11;1;6;19;4;170;-;4;-;5;2;22;16;28;6;-;-;1;1;7;14;4;7;6;9;7;6;5;6;6;5;5;9;4;61;8;1;232;19;1;1;49;36;51;-;113;26;121;95;120;51;81;1;-;-;-;5;1468
"260795 Jaqueira";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;5;-;-;-;-;-;-;-;-;14
"260800 Jataúba";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"260805 Jatobá";-;-;-;-;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;2;-;-;2;1;1;-;-;-;-;2;-;2;-;-;-;-;-;1;21
"260810 João Alfredo";-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;11
"260820 Joaquim Nabuco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;4
"260825 Jucati";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"260830 Jupi";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;2;2;-;-;1;-;-;-;-;-;11
"260840 Jurema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;2;-;1;-;-;-;-;2;10
"260850 Lagoa de Itaenga";-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;10
"260845 Lagoa do Carro";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;1;-;-;1;-;1;1;-;-;1;1;-;-;3;1;1;-;3;-;-;3;1;-;1;-;-;-;-;-;25
"260860 Lagoa do Ouro";-;-;-;-;1;-;6;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;2;1;2;-;-;1;-;5;3;4;5;-;-;-;-;-;39
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;6
"260875 Lagoa Grande";-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;10
"260880 Lajedo";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;-;1;2;2;2;2;-;-;-;-;-;16
"260890 Limoeiro";-;3;-;-;1;1;-;-;-;-;-;-;6;1;6;2;-;-;-;-;7;2;-;1;3;3;4;3;2;1;2;1;3;3;2;5;2;1;2;-;1;1;3;-;-;-;2;1;2;3;2;5;4;-;-;6;-;-;97
"260900 Macaparana";-;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;2;-;1;-;1;1;2;1;1;-;-;-;-;1;19
"260910 Machados";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;-;-;-;-;5
"260915 Manari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;4
"260920 Maraial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;5
"260930 Mirandiba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;5
